Date,Station,WND
9/20/2007,50834,3.6000
9/21/2007,50834,3.3000
9/22/2007,50834,1.6000
9/23/2007,50834,1.9000
9/24/2007,50834,3.3000
9/25/2007,50834,2.2000
9/26/2007,50834,3.8000
9/27/2007,50834,4.7000
9/28/2007,50834,3.3000
9/29/2007,50834,3.3000
9/30/2007,50834,3.0000
10/1/2007,50834,2.2000
10/2/2007,50834,2.8000
10/3/2007,50834,2.9000
10/4/2007,50834,2.7000
10/5/2007,50834,3.3000
10/6/2007,50834,1.4000
10/7/2007,50834,5.5000
10/8/2007,50834,3.9000
10/9/2007,50834,3.3000
10/10/2007,50834,4.8000
10/11/2007,50834,4.6000
10/12/2007,50834,3.5000
10/13/2007,50834,3.7000
10/14/2007,50834,3.0000
10/15/2007,50834,1.7000
10/16/2007,50834,2.3000
10/17/2007,50834,3.5000
10/18/2007,50834,5.1000
10/19/2007,50834,4.0000
10/20/2007,50834,2.1000
10/21/2007,50834,4.5000
10/22/2007,50834,2.8000
10/23/2007,50834,3.2000
10/24/2007,50834,2.6000
10/25/2007,50834,2.9000
10/26/2007,50834,1.6000
10/27/2007,50834,4.6000
10/28/2007,50834,3.4000
10/29/2007,50834,3.3000
10/30/2007,50834,4.9000
10/31/2007,50834,6.6000
11/1/2007,50834,3.8000
11/2/2007,50834,3.2000
11/3/2007,50834,3.9000
11/4/2007,50834,3.6000
11/5/2007,50834,1.8000
11/6/2007,50834,2.6000
11/7/2007,50834,2.2000
11/8/2007,50834,1.3000
11/9/2007,50834,2.2000
11/10/2007,50834,2.5000
11/11/2007,50834,3.1000
11/12/2007,50834,3.1000
11/13/2007,50834,5.7000
11/14/2007,50834,3.4000
11/15/2007,50834,3.7000
11/16/2007,50834,3.4000
11/17/2007,50834,5.5000
11/18/2007,50834,4.3000
11/19/2007,50834,2.5000
11/20/2007,50834,2.4000
11/21/2007,50834,2.8000
11/22/2007,50834,2.6000
11/23/2007,50834,1.1000
11/24/2007,50834,1.9000
11/25/2007,50834,6.6000
11/26/2007,50834,4.3000
11/27/2007,50834,4.1000
11/28/2007,50834,3.7000
11/29/2007,50834,2.1000
11/30/2007,50834,2.4000
12/1/2007,50834,4.5000
12/2/2007,50834,2.9000
12/3/2007,50834,4.1000
12/4/2007,50834,5.0000
12/5/2007,50834,2.6000
12/6/2007,50834,2.8000
12/7/2007,50834,2.5000
12/8/2007,50834,2.8000
12/9/2007,50834,3.0000
12/10/2007,50834,3.2000
12/11/2007,50834,3.4000
12/12/2007,50834,3.6000
12/13/2007,50834,4.3000
12/14/2007,50834,1.7000
12/15/2007,50834,3.5000
12/16/2007,50834,4.4000
12/17/2007,50834,2.0000
12/18/2007,50834,2.8000
12/19/2007,50834,3.2000
12/20/2007,50834,2.6000
12/21/2007,50834,2.3000
12/22/2007,50834,1.1000
12/23/2007,50834,3.1000
12/24/2007,50834,1.5000
12/25/2007,50834,1.4000
12/26/2007,50834,0.7000
12/27/2007,50834,1.1000
12/28/2007,50834,2.2000
12/29/2007,50834,1.5000
12/30/2007,50834,6.8000
12/31/2007,50834,3.4000
1/1/2008,50834,5.6000
1/2/2008,50834,3.8000
1/3/2008,50834,5.2000
1/4/2008,50834,2.7000
1/5/2008,50834,2.3000
1/6/2008,50834,4.2000
1/7/2008,50834,4.3000
1/8/2008,50834,3.6000
1/9/2008,50834,3.9000
1/10/2008,50834,3.6000
1/11/2008,50834,3.8000
1/12/2008,50834,5.0000
1/13/2008,50834,5.0000
1/14/2008,50834,5.2000
1/15/2008,50834,5.2000
1/16/2008,50834,4.6000
1/17/2008,50834,3.9000
1/18/2008,50834,1.5000
1/19/2008,50834,4.0000
1/20/2008,50834,3.7000
1/21/2008,50834,3.4000
1/22/2008,50834,3.0000
1/23/2008,50834,6.1000
1/24/2008,50834,4.9000
1/25/2008,50834,2.9000
1/26/2008,50834,4.1000
1/27/2008,50834,4.2000
1/28/2008,50834,3.5000
1/29/2008,50834,4.1000
1/30/2008,50834,4.9000
1/31/2008,50834,4.6000
2/1/2008,50834,4.4000
2/2/2008,50834,2.5000
2/3/2008,50834,2.3000
2/4/2008,50834,2.7000
2/5/2008,50834,3.6000
2/6/2008,50834,4.0000
2/7/2008,50834,3.5000
2/8/2008,50834,3.5000
2/9/2008,50834,2.5000
2/10/2008,50834,6.3000
2/11/2008,50834,6.5000
2/12/2008,50834,5.9000
2/13/2008,50834,2.7000
2/14/2008,50834,2.7000
2/15/2008,50834,2.9000
2/16/2008,50834,2.5000
2/17/2008,50834,3.3000
2/18/2008,50834,2.4000
2/19/2008,50834,5.3000
2/20/2008,50834,3.8000
2/21/2008,50834,2.7000
2/22/2008,50834,4.8000
2/23/2008,50834,3.2000
2/24/2008,50834,3.4000
2/25/2008,50834,2.2000
2/26/2008,50834,3.8000
2/27/2008,50834,2.7000
2/28/2008,50834,3.5000
2/29/2008,50834,3.0000
3/1/2008,50834,2.3000
3/2/2008,50834,2.6000
3/3/2008,50834,2.8000
3/4/2008,50834,3.5000
3/5/2008,50834,3.4000
3/6/2008,50834,4.1000
3/7/2008,50834,3.0000
3/8/2008,50834,3.2000
3/9/2008,50834,3.6000
3/10/2008,50834,3.1000
3/11/2008,50834,4.1000
3/12/2008,50834,4.9000
3/13/2008,50834,4.8000
3/14/2008,50834,2.5000
3/15/2008,50834,6.5000
3/16/2008,50834,3.1000
3/17/2008,50834,2.9000
3/18/2008,50834,6.8000
3/19/2008,50834,3.1000
3/20/2008,50834,3.1000
3/21/2008,50834,2.7000
3/22/2008,50834,3.7000
3/23/2008,50834,2.2000
3/24/2008,50834,2.5000
3/25/2008,50834,3.7000
3/26/2008,50834,2.4000
3/27/2008,50834,1.9000
3/28/2008,50834,3.1000
3/29/2008,50834,2.5000
3/30/2008,50834,2.0000
3/31/2008,50834,3.3000
4/1/2008,50834,3.0000
4/2/2008,50834,5.6000
4/3/2008,50834,6.2000
4/4/2008,50834,3.3000
4/5/2008,50834,2.6000
4/6/2008,50834,3.9000
4/7/2008,50834,2.8000
4/8/2008,50834,3.0000
4/9/2008,50834,3.5000
4/10/2008,50834,2.3000
4/11/2008,50834,3.7000
4/12/2008,50834,3.8000
4/13/2008,50834,4.7000
4/14/2008,50834,2.2000
4/15/2008,50834,4.0000
4/16/2008,50834,1.9000
4/17/2008,50834,2.4000
4/18/2008,50834,3.4000
4/19/2008,50834,4.3000
4/20/2008,50834,5.8000
4/21/2008,50834,3.7000
4/22/2008,50834,1.9000
4/23/2008,50834,1.9000
4/24/2008,50834,2.7000
4/25/2008,50834,2.7000
4/26/2008,50834,2.0000
4/27/2008,50834,3.9000
4/28/2008,50834,4.9000
4/29/2008,50834,3.2000
4/30/2008,50834,5.2000
5/1/2008,50834,4.2000
5/2/2008,50834,3.6000
5/3/2008,50834,2.4000
5/4/2008,50834,3.6000
5/5/2008,50834,5.0000
5/6/2008,50834,4.6000
5/7/2008,50834,4.1000
5/8/2008,50834,3.8000
5/9/2008,50834,2.8000
5/10/2008,50834,4.7000
5/11/2008,50834,2.1000
5/12/2008,50834,2.6000
5/13/2008,50834,3.1000
5/14/2008,50834,1.9000
5/15/2008,50834,3.7000
5/16/2008,50834,3.7000
5/17/2008,50834,3.0000
5/18/2008,50834,3.3000
5/19/2008,50834,3.5000
5/20/2008,50834,3.6000
5/21/2008,50834,2.0000
5/22/2008,50834,1.8000
5/23/2008,50834,5.4000
5/24/2008,50834,4.7000
5/25/2008,50834,2.6000
5/26/2008,50834,3.5000
5/27/2008,50834,3.2000
5/28/2008,50834,2.2000
5/29/2008,50834,2.2000
5/30/2008,50834,1.6000
5/31/2008,50834,2.4000
6/1/2008,50834,2.3000
6/2/2008,50834,1.7000
6/3/2008,50834,2.0000
6/4/2008,50834,1.9000
6/5/2008,50834,1.7000
6/6/2008,50834,3.6000
6/7/2008,50834,1.5000
6/8/2008,50834,2.3000
6/9/2008,50834,2.2000
6/10/2008,50834,1.2000
6/11/2008,50834,2.3000
6/12/2008,50834,2.7000
6/13/2008,50834,2.4000
6/14/2008,50834,3.0000
6/15/2008,50834,2.2000
6/16/2008,50834,1.8000
6/17/2008,50834,2.8000
6/18/2008,50834,1.6000
6/19/2008,50834,1.5000
6/20/2008,50834,2.8000
6/21/2008,50834,0.8000
6/22/2008,50834,2.3000
6/23/2008,50834,2.9000
6/24/2008,50834,3.4000
6/25/2008,50834,0.8000
6/26/2008,50834,2.2000
6/27/2008,50834,2.1000
6/28/2008,50834,0.8000
6/29/2008,50834,2.2000
6/30/2008,50834,1.8000
7/1/2008,50834,1.6000
7/2/2008,50834,2.5000
7/3/2008,50834,1.7000
7/4/2008,50834,1.8000
7/5/2008,50834,3.0000
7/6/2008,50834,2.9000
7/7/2008,50834,4.1000
7/8/2008,50834,2.3000
7/9/2008,50834,3.1000
7/10/2008,50834,1.4000
7/11/2008,50834,1.0000
7/12/2008,50834,1.8000
7/13/2008,50834,1.7000
7/14/2008,50834,2.4000
7/15/2008,50834,1.6000
7/16/2008,50834,1.3000
7/17/2008,50834,2.7000
7/18/2008,50834,2.2000
7/19/2008,50834,1.7000
7/20/2008,50834,2.3000
7/21/2008,50834,2.6000
7/22/2008,50834,1.5000
7/23/2008,50834,1.9000
7/24/2008,50834,2.4000
7/25/2008,50834,1.5000
7/26/2008,50834,1.0000
7/27/2008,50834,2.0000
7/28/2008,50834,3.1000
7/29/2008,50834,2.3000
7/30/2008,50834,1.9000
7/31/2008,50834,2.6000
8/1/2008,50834,3.0000
8/2/2008,50834,3.2000
8/3/2008,50834,2.0000
8/4/2008,50834,1.8000
8/5/2008,50834,2.4000
8/6/2008,50834,2.2000
8/7/2008,50834,1.7000
8/8/2008,50834,2.4000
8/9/2008,50834,2.2000
8/10/2008,50834,2.4000
8/11/2008,50834,2.3000
8/12/2008,50834,1.8000
8/13/2008,50834,1.5000
8/14/2008,50834,2.4000
8/15/2008,50834,1.6000
8/16/2008,50834,1.7000
8/17/2008,50834,2.0000
8/18/2008,50834,1.6000
8/19/2008,50834,1.7000
8/20/2008,50834,2.2000
8/21/2008,50834,3.1000
8/22/2008,50834,2.3000
8/23/2008,50834,2.9000
8/24/2008,50834,1.4000
8/25/2008,50834,1.5000
8/26/2008,50834,1.9000
8/27/2008,50834,2.0000
8/28/2008,50834,1.7000
8/29/2008,50834,2.0000
8/30/2008,50834,2.0000
8/31/2008,50834,2.6000
9/1/2008,50834,2.8000
9/2/2008,50834,2.7000
9/3/2008,50834,2.0000
9/4/2008,50834,2.0000
9/5/2008,50834,1.5000
9/6/2008,50834,2.8000
9/7/2008,50834,2.2000
9/8/2008,50834,3.9000
9/9/2008,50834,2.2000
9/10/2008,50834,3.1000
9/11/2008,50834,2.4000
9/12/2008,50834,1.9000
9/13/2008,50834,2.6000
9/14/2008,50834,1.7000
9/15/2008,50834,3.4000
9/16/2008,50834,3.2000
9/17/2008,50834,1.2000
9/18/2008,50834,3.5000
9/19/2008,50834,3.5000
9/20/2008,50834,2.1000
9/21/2008,50834,2.6000
9/22/2008,50834,6.7000
9/23/2008,50834,3.1000
9/24/2008,50834,3.9000
9/25/2008,50834,5.8000
9/26/2008,50834,4.5000
9/27/2008,50834,2.6000
9/28/2008,50834,1.9000
9/29/2008,50834,4.4000
9/30/2008,50834,1.8000
10/1/2008,50834,3.0000
10/2/2008,50834,5.1000
10/3/2008,50834,3.5000
10/4/2008,50834,2.1000
10/5/2008,50834,2.6000
10/6/2008,50834,3.3000
10/7/2008,50834,3.5000
10/8/2008,50834,4.2000
10/9/2008,50834,3.0000
10/10/2008,50834,4.3000
10/11/2008,50834,2.7000
10/12/2008,50834,2.2000
10/13/2008,50834,2.4000
10/14/2008,50834,1.6000
10/15/2008,50834,2.1000
10/16/2008,50834,2.2000
10/17/2008,50834,3.5000
10/18/2008,50834,4.1000
10/19/2008,50834,2.4000
10/20/2008,50834,2.3000
10/21/2008,50834,2.0000
10/22/2008,50834,3.3000
10/23/2008,50834,4.6000
10/24/2008,50834,5.7000
10/25/2008,50834,3.9000
10/26/2008,50834,5.3000
10/27/2008,50834,4.8000
10/28/2008,50834,4.3000
10/29/2008,50834,3.8000
10/30/2008,50834,2.5000
10/31/2008,50834,3.5000
11/1/2008,50834,4.2000
11/2/2008,50834,2.2000
11/3/2008,50834,4.8000
11/4/2008,50834,2.1000
11/5/2008,50834,2.5000
11/6/2008,50834,6.1000
11/7/2008,50834,3.8000
11/8/2008,50834,2.3000
11/9/2008,50834,2.5000
11/10/2008,50834,0.7000
11/11/2008,50834,3.1000
11/12/2008,50834,1.6000
11/13/2008,50834,1.8000
11/14/2008,50834,2.4000
11/15/2008,50834,3.8000
11/16/2008,50834,3.3000
11/17/2008,50834,4.9000
11/18/2008,50834,4.5000
11/19/2008,50834,2.8000
11/20/2008,50834,1.6000
11/21/2008,50834,3.5000
11/22/2008,50834,3.3000
11/23/2008,50834,1.5000
11/24/2008,50834,1.3000
11/25/2008,50834,1.6000
11/26/2008,50834,3.8000
11/27/2008,50834,3.9000
11/28/2008,50834,4.8000
11/29/2008,50834,2.0000
11/30/2008,50834,3.6000
12/1/2008,50834,4.7000
12/2/2008,50834,1.4000
12/3/2008,50834,2.6000
12/4/2008,50834,5.9000
12/5/2008,50834,4.6000
12/6/2008,50834,2.3000
12/7/2008,50834,2.4000
12/8/2008,50834,2.4000
12/9/2008,50834,5.1000
12/10/2008,50834,1.3000
12/11/2008,50834,3.7000
12/12/2008,50834,4.2000
12/13/2008,50834,3.1000
12/14/2008,50834,2.4000
12/15/2008,50834,1.6000
12/16/2008,50834,5.1000
12/17/2008,50834,4.3000
12/18/2008,50834,1.3000
12/19/2008,50834,4.5000
12/20/2008,50834,4.6000
12/21/2008,50834,5.0000
12/22/2008,50834,2.4000
12/23/2008,50834,4.0000
12/24/2008,50834,2.4000
12/25/2008,50834,3.1000
12/26/2008,50834,1.4000
12/27/2008,50834,2.3000
12/28/2008,50834,1.3000
12/29/2008,50834,2.5000
12/30/2008,50834,4.9000
12/31/2008,50834,3.6000
1/1/2009,50834,2.4000
1/2/2009,50834,1.4000
1/3/2009,50834,2.2000
1/4/2009,50834,3.8000
1/5/2009,50834,4.2000
1/6/2009,50834,1.9000
1/7/2009,50834,1.2000
1/8/2009,50834,2.8000
1/9/2009,50834,3.4000
1/10/2009,50834,2.2000
1/11/2009,50834,4.9000
1/12/2009,50834,4.8000
1/13/2009,50834,3.7000
1/14/2009,50834,3.2000
1/15/2009,50834,2.9000
1/16/2009,50834,2.8000
1/17/2009,50834,1.1000
1/18/2009,50834,2.8000
1/19/2009,50834,3.0000
1/20/2009,50834,1.7000
1/21/2009,50834,2.7000
1/22/2009,50834,1.4000
1/23/2009,50834,6.0000
1/24/2009,50834,5.2000
1/25/2009,50834,4.2000
1/26/2009,50834,3.5000
1/27/2009,50834,1.9000
1/28/2009,50834,4.2000
1/29/2009,50834,2.5000
1/30/2009,50834,1.9000
1/31/2009,50834,1.9000
2/1/2009,50834,1.1000
2/2/2009,50834,4.1000
2/3/2009,50834,1.5000
2/4/2009,50834,3.1000
2/5/2009,50834,3.1000
2/6/2009,50834,2.6000
2/7/2009,50834,5.9000
2/8/2009,50834,3.7000
2/9/2009,50834,2.7000
2/10/2009,50834,2.0000
2/11/2009,50834,4.1000
2/12/2009,50834,2.7000
2/13/2009,50834,2.9000
2/14/2009,50834,5.2000
2/15/2009,50834,6.0000
2/16/2009,50834,4.8000
2/17/2009,50834,3.0000
2/18/2009,50834,3.0000
2/19/2009,50834,2.4000
2/20/2009,50834,3.0000
2/21/2009,50834,2.6000
2/22/2009,50834,3.7000
2/23/2009,50834,2.7000
2/24/2009,50834,4.9000
2/25/2009,50834,5.6000
2/26/2009,50834,4.7000
2/27/2009,50834,4.6000
2/28/2009,50834,4.5000
3/1/2009,50834,3.5000
3/2/2009,50834,2.5000
3/3/2009,50834,3.3000
3/4/2009,50834,2.3000
3/5/2009,50834,3.3000
3/6/2009,50834,5.0000
3/7/2009,50834,1.8000
3/8/2009,50834,3.0000
3/9/2009,50834,7.8000
3/10/2009,50834,2.8000
3/11/2009,50834,2.8000
3/12/2009,50834,4.3000
3/13/2009,50834,5.8000
3/14/2009,50834,2.5000
3/15/2009,50834,4.0000
3/16/2009,50834,4.0000
3/17/2009,50834,4.0000
3/18/2009,50834,0.3000
3/19/2009,50834,1.5000
3/20/2009,50834,2.5000
3/21/2009,50834,2.3000
3/22/2009,50834,4.5000
3/23/2009,50834,4.8000
3/24/2009,50834,5.8000
3/25/2009,50834,4.0000
3/26/2009,50834,3.5000
3/27/2009,50834,2.0000
3/28/2009,50834,3.0000
3/29/2009,50834,2.3000
3/30/2009,50834,0.5000
3/31/2009,50834,2.3000
4/1/2009,50834,3.7000
4/2/2009,50834,2.3000
4/3/2009,50834,3.2000
4/4/2009,50834,4.2000
4/5/2009,50834,4.5000
4/6/2009,50834,2.5000
4/7/2009,50834,2.5000
4/8/2009,50834,3.2000
4/9/2009,50834,2.7000
4/10/2009,50834,3.4000
4/11/2009,50834,1.0000
4/12/2009,50834,3.7000
4/13/2009,50834,4.2000
4/14/2009,50834,6.1000
4/15/2009,50834,5.6000
4/16/2009,50834,4.1000
4/17/2009,50834,3.7000
4/18/2009,50834,2.0000
4/19/2009,50834,2.8000
4/20/2009,50834,3.5000
4/21/2009,50834,4.0000
4/22/2009,50834,4.2000
4/23/2009,50834,3.0000
4/24/2009,50834,2.9000
4/25/2009,50834,3.5000
4/26/2009,50834,2.7000
4/27/2009,50834,3.1000
4/28/2009,50834,3.6000
4/29/2009,50834,4.4000
4/30/2009,50834,3.0000
5/1/2009,50834,5.1000
5/2/2009,50834,3.7000
5/3/2009,50834,4.5000
5/4/2009,50834,3.0000
5/5/2009,50834,2.7000
5/6/2009,50834,3.5000
5/7/2009,50834,3.2000
5/8/2009,50834,2.1000
5/9/2009,50834,2.8000
5/10/2009,50834,2.4000
5/11/2009,50834,5.3000
5/12/2009,50834,6.8000
5/13/2009,50834,3.0000
5/14/2009,50834,3.1000
5/15/2009,50834,4.2000
5/16/2009,50834,3.4000
5/17/2009,50834,5.0000
5/18/2009,50834,7.6000
5/19/2009,50834,2.3000
5/20/2009,50834,3.7000
5/21/2009,50834,3.0000
5/22/2009,50834,3.6000
5/23/2009,50834,3.5000
5/24/2009,50834,4.6000
5/25/2009,50834,2.7000
5/26/2009,50834,2.6000
5/27/2009,50834,2.8000
5/28/2009,50834,4.7000
5/29/2009,50834,1.8000
5/30/2009,50834,3.7000
5/31/2009,50834,2.8000
6/1/2009,50834,3.0000
6/2/2009,50834,2.9000
6/3/2009,50834,1.7000
6/4/2009,50834,1.7000
6/5/2009,50834,1.8000
6/6/2009,50834,2.0000
6/7/2009,50834,1.9000
6/8/2009,50834,1.7000
6/9/2009,50834,1.6000
6/10/2009,50834,4.1000
6/11/2009,50834,3.3000
6/12/2009,50834,2.8000
6/13/2009,50834,1.8000
6/14/2009,50834,1.8000
6/15/2009,50834,2.1000
6/16/2009,50834,2.9000
6/17/2009,50834,2.5000
6/18/2009,50834,4.1000
6/19/2009,50834,3.5000
6/20/2009,50834,8.4000
6/21/2009,50834,5.6000
6/22/2009,50834,3.2000
6/23/2009,50834,2.9000
6/24/2009,50834,2.8000
6/25/2009,50834,3.8000
6/26/2009,50834,2.8000
6/27/2009,50834,2.6000
6/28/2009,50834,2.8000
6/29/2009,50834,1.9000
6/30/2009,50834,1.9000
7/1/2009,50834,1.5000
7/2/2009,50834,1.5000
7/3/2009,50834,1.4000
7/4/2009,50834,2.1000
7/5/2009,50834,2.0000
7/6/2009,50834,4.8000
7/7/2009,50834,4.3000
7/8/2009,50834,5.5000
7/9/2009,50834,3.1000
7/10/2009,50834,1.7000
7/11/2009,50834,2.8000
7/12/2009,50834,2.7000
7/13/2009,50834,1.2000
7/14/2009,50834,1.9000
7/15/2009,50834,2.5000
7/16/2009,50834,1.4000
7/17/2009,50834,1.8000
7/18/2009,50834,2.2000
7/19/2009,50834,1.6000
7/20/2009,50834,2.8000
7/21/2009,50834,2.0000
7/22/2009,50834,2.2000
7/23/2009,50834,1.2000
7/24/2009,50834,1.2000
7/25/2009,50834,1.7000
7/26/2009,50834,2.1000
7/27/2009,50834,1.8000
7/28/2009,50834,1.1000
7/29/2009,50834,1.9000
7/30/2009,50834,1.5000
7/31/2009,50834,1.8000
8/1/2009,50834,2.0000
8/2/2009,50834,2.8000
8/3/2009,50834,2.4000
8/4/2009,50834,2.7000
8/5/2009,50834,2.6000
8/6/2009,50834,2.2000
8/7/2009,50834,1.9000
8/8/2009,50834,2.5000
8/9/2009,50834,2.8000
8/10/2009,50834,2.0000
8/11/2009,50834,2.5000
8/12/2009,50834,3.3000
8/13/2009,50834,2.2000
8/14/2009,50834,2.0000
8/15/2009,50834,2.7000
8/16/2009,50834,1.6000
8/17/2009,50834,1.8000
8/18/2009,50834,1.9000
8/19/2009,50834,1.4000
8/20/2009,50834,5.9000
8/21/2009,50834,4.5000
8/22/2009,50834,2.5000
8/23/2009,50834,2.3000
8/24/2009,50834,2.3000
8/25/2009,50834,1.9000
8/26/2009,50834,3.4000
8/27/2009,50834,3.4000
8/28/2009,50834,3.3000
8/29/2009,50834,3.2000
8/30/2009,50834,1.7000
8/31/2009,50834,2.8000
9/1/2009,50834,3.3000
9/2/2009,50834,2.3000
9/3/2009,50834,2.2000
9/4/2009,50834,2.0000
9/5/2009,50834,4.6000
9/6/2009,50834,3.2000
9/7/2009,50834,4.3000
9/8/2009,50834,3.1000
9/9/2009,50834,2.5000
9/10/2009,50834,2.1000
9/11/2009,50834,1.6000
9/12/2009,50834,3.4000
9/13/2009,50834,2.3000
9/14/2009,50834,4.0000
9/15/2009,50834,4.5000
9/16/2009,50834,2.8000
9/17/2009,50834,1.9000
9/18/2009,50834,1.8000
9/19/2009,50834,3.8000
9/20/2009,50834,3.1000
9/21/2009,50834,3.3000
9/22/2009,50834,3.8000
9/23/2009,50834,4.1000
9/24/2009,50834,2.5000
9/25/2009,50834,1.6000
9/26/2009,50834,2.5000
9/27/2009,50834,2.6000
9/28/2009,50834,1.9000
9/29/2009,50834,2.7000
9/30/2009,50834,2.8000
10/1/2009,50834,4.6000
10/2/2009,50834,2.9000
10/3/2009,50834,4.1000
10/4/2009,50834,3.4000
10/5/2009,50834,3.0000
10/6/2009,50834,1.9000
10/7/2009,50834,2.1000
10/8/2009,50834,2.4000
10/9/2009,50834,2.2000
10/10/2009,50834,1.6000
10/11/2009,50834,1.9000
10/12/2009,50834,3.7000
10/13/2009,50834,2.0000
10/14/2009,50834,2.9000
10/15/2009,50834,2.5000
10/16/2009,50834,2.0000
10/17/2009,50834,3.2000
10/18/2009,50834,2.8000
10/19/2009,50834,3.6000
10/20/2009,50834,3.3000
10/21/2009,50834,2.9000
10/22/2009,50834,2.8000
10/23/2009,50834,4.1000
10/24/2009,50834,3.6000
10/25/2009,50834,3.5000
10/26/2009,50834,1.9000
10/27/2009,50834,2.4000
10/28/2009,50834,3.4000
10/29/2009,50834,2.7000
10/30/2009,50834,1.9000
10/31/2009,50834,2.0000
11/1/2009,50834,4.1000
11/2/2009,50834,4.5000
11/3/2009,50834,5.9000
11/4/2009,50834,1.7000
11/5/2009,50834,5.5000
11/6/2009,50834,4.9000
11/7/2009,50834,2.6000
11/8/2009,50834,3.8000
11/9/2009,50834,1.8000
11/10/2009,50834,3.1000
11/11/2009,50834,2.1000
11/12/2009,50834,1.7000
11/13/2009,50834,2.1000
11/14/2009,50834,1.5000
11/15/2009,50834,2.6000
11/16/2009,50834,3.3000
11/17/2009,50834,3.0000
11/18/2009,50834,3.8000
11/19/2009,50834,1.9000
11/20/2009,50834,5.1000
11/21/2009,50834,2.9000
11/22/2009,50834,3.2000
11/23/2009,50834,2.6000
11/24/2009,50834,2.1000
11/25/2009,50834,2.2000
11/26/2009,50834,2.5000
11/27/2009,50834,2.2000
11/28/2009,50834,2.2000
11/29/2009,50834,1.7000
11/30/2009,50834,2.1000
12/1/2009,50834,1.7000
12/2/2009,50834,2.5000
12/3/2009,50834,1.5000
12/4/2009,50834,2.1000
12/5/2009,50834,3.1000
12/6/2009,50834,1.5000
12/7/2009,50834,1.4000
12/8/2009,50834,2.7000
12/9/2009,50834,1.1000
12/10/2009,50834,1.4000
12/11/2009,50834,5.1000
12/12/2009,50834,3.5000
12/13/2009,50834,3.2000
12/14/2009,50834,4.1000
12/15/2009,50834,5.2000
12/16/2009,50834,3.9000
12/17/2009,50834,3.3000
12/18/2009,50834,6.0000
12/19/2009,50834,5.9000
12/20/2009,50834,2.6000
12/21/2009,50834,3.9000
12/22/2009,50834,1.0000
12/23/2009,50834,1.0000
12/24/2009,50834,1.7000
12/25/2009,50834,5.6000
12/26/2009,50834,4.0000
12/27/2009,50834,3.6000
12/28/2009,50834,1.4000
12/29/2009,50834,2.1000
12/30/2009,50834,2.4000
12/31/2009,50834,2.3000
1/1/2010,50834,3.1000
1/2/2010,50834,3.0000
1/3/2010,50834,3.2000
1/4/2010,50834,4.4000
1/5/2010,50834,5.0000
1/6/2010,50834,4.7000
1/7/2010,50834,3.7000
1/8/2010,50834,1.6000
1/9/2010,50834,1.9000
1/10/2010,50834,5.0000
1/11/2010,50834,4.5000
1/12/2010,50834,4.1000
1/13/2010,50834,4.6000
1/14/2010,50834,2.7000
1/15/2010,50834,3.9000
1/16/2010,50834,1.7000
1/17/2010,50834,1.1000
1/18/2010,50834,2.5000
1/19/2010,50834,3.7000
1/20/2010,50834,6.1000
1/21/2010,50834,4.3000
1/22/2010,50834,5.8000
1/23/2010,50834,5.0000
1/24/2010,50834,4.5000
1/25/2010,50834,4.2000
1/26/2010,50834,1.8000
1/27/2010,50834,5.2000
1/28/2010,50834,7.9000
1/29/2010,50834,3.5000
1/30/2010,50834,3.7000
1/31/2010,50834,4.1000
2/1/2010,50834,4.7000
2/2/2010,50834,3.2000
2/3/2010,50834,4.6000
2/4/2010,50834,5.0000
2/5/2010,50834,4.0000
2/6/2010,50834,3.6000
2/7/2010,50834,4.2000
2/8/2010,50834,5.0000
2/9/2010,50834,4.0000
2/10/2010,50834,4.3000
2/11/2010,50834,5.4000
2/12/2010,50834,3.6000
2/13/2010,50834,2.0000
2/14/2010,50834,4.1000
2/15/2010,50834,2.8000
2/16/2010,50834,2.6000
2/17/2010,50834,4.6000
2/18/2010,50834,3.9000
2/19/2010,50834,2.7000
2/20/2010,50834,3.5000
2/21/2010,50834,1.8000
2/22/2010,50834,1.9000
2/23/2010,50834,2.3000
2/24/2010,50834,3.1000
2/25/2010,50834,3.9000
2/26/2010,50834,5.2000
2/27/2010,50834,2.1000
2/28/2010,50834,3.4000
3/1/2010,50834,3.6000
3/2/2010,50834,2.1000
3/3/2010,50834,2.8000
3/4/2010,50834,3.2000
3/5/2010,50834,4.1000
3/6/2010,50834,4.0000
3/7/2010,50834,3.0000
3/8/2010,50834,4.1000
3/9/2010,50834,3.7000
3/10/2010,50834,2.5000
3/11/2010,50834,2.2000
3/12/2010,50834,5.4000
3/13/2010,50834,1.8000
3/14/2010,50834,1.7000
3/15/2010,50834,1.7000
3/16/2010,50834,5.0000
3/17/2010,50834,3.6000
3/18/2010,50834,3.3000
3/19/2010,50834,3.7000
3/20/2010,50834,3.8000
3/21/2010,50834,2.9000
3/22/2010,50834,3.4000
3/23/2010,50834,3.9000
3/24/2010,50834,5.2000
3/25/2010,50834,4.9000
3/26/2010,50834,3.6000
3/27/2010,50834,3.4000
3/28/2010,50834,3.1000
3/29/2010,50834,2.4000
3/30/2010,50834,3.2000
3/31/2010,50834,5.9000
4/1/2010,50834,7.8000
4/2/2010,50834,4.8000
4/3/2010,50834,2.9000
4/4/2010,50834,4.3000
4/5/2010,50834,3.8000
4/6/2010,50834,4.2000
4/7/2010,50834,5.1000
4/8/2010,50834,4.2000
